Company,Title,Location,URL,Source,Posted,First seen,Description,Match status
VIQU IT Recruitment,ML Engineer,London,https://www.reed.co.uk/jobs/ml-engineer/57383692,reed-api,2026-09-23,2026-09-23,"ML Engineer
London – Hybrid, 3 days per week in office
Up to £85,000
VIQU are partnering with a leading financial services organisation undergoing a significant data and technology transformation, building out its Machine Learning capability across the business. They are seeking an ML Engineer to build, deploy and operate production-grade ML solutions, working closely with Data Scientists to take models from development through to reliable production environments. This is a hands-on engineering role focused on ML pipelines, productionisation, deployment and ongoing model lifecycle management within a modern Databricks environment.
Key Responsibilities of the ML Engineer:

- Build and automate end-to-end ML pipelines covering feature engineering, model training, scoring and deployment
- Productionise models developed by Data Scientists, transforming notebooks and prototypes into modular, tested and production-ready code
- Develop scalable ML solutions using Python, PySpark, Databricks and MLflow
- Deploy machine learning models into batch and real-time environments through APIs, scheduled workflows and production pipelines
- Manage model versioning, promotion and rollback throughout the ML lifecycle
- Implement monitoring and observability across production models, including model and data drift, performance alerts and logging
- Develop automated retraining processes to maintain model performance and reliability
- Work closely with Data Engineering and Platform teams on CI/CD integration, compute optimisation and secure deployment patterns
- Maintain strong engineering standards across testing, documentation, code quality, reproducibility and operational reliability
Key Experience Required of the ML Engineer:

- Strong commercial experience as an ML Engineer, with a clear focus on engineering and productionising machine learning models
- Strong hands-on development skills across Python, PySpark and SQL
- Commercial experience working with Databricks, MLflow and Delta Lake
- Proven experience building and operating distributed data and machine learning pipelines
- Experience taking Data Science models from notebooks or development environments into production
- Strong understanding of model deployment patterns, model lifecycle management and production ML environments
- Experience implementing model monitoring, data/model drift detection, logging and performance monitoring
- Exposure to CI/CD tooling such as Azure DevOps or GitHub Actions
- Experience with containerisation, APIs and batch or real-time model deployment
- Ability to collaborate closely with Data Scientists, Data Engineers and Platform teams whilst remaining firmly focused on ML engineering
Apply now to speak with VIQU IT in confidence, or reach out to Katie Dark via the VIQU IT website.
Do you know someone great? We’ll thank you with up to £1,000 if your referral is successful (terms apply). For more exciting roles and opportunities like this, please follow us on LinkedIn @VIQU IT Recruitment.",medium match
WeDo Technology Solutions Limited,Applied AI Engineer,London,https://www.reed.co.uk/jobs/applied-ai-engineer/57384415,reed-api,2026-09-23,2026-09-23,"Job Title:
Senior Applied AI Engineer
Salary:
Up to £140,000 base
Location:
London – Moorgate | Hybrid, 2 days per week in the office
Work Type:
Permanent

Role:
We’re working with an exciting AI technology business looking for a Senior Applied AI Engineer to join the team building and improving its production LLM systems.

This is a hands-on engineering role for someone who wants to work on real-world AI problems where the technology is already being used in production. Rather than focusing on training models or open-ended research, you’ll be solving the challenges that come with making LLM-powered products genuinely work at scale.

You’ll have the opportunity to influence how the product evolves, working closely with Product to improve quality, reduce cost and latency, build better evaluation frameworks and solve real production failures.

The engineering environment is also heavily AI-native, with tools such as Claude Code forming a key part of how the team builds and ships software.

Responsibilities:
• Build, improve and maintain production LLM systems
• Improve the cost and latency of LLM-powered features without sacrificing accuracy
• Design and implement evaluation frameworks that can reliably measure whether changes genuinely improve the product
• Investigate production failures raised by analysts, identify root causes and implement effective fixes
• Work across areas including RAG, prompting and agentic systems
• Partner closely with Product to shape new functionality and take ideas through to production
• Use AI-native engineering tools such as Claude Code as part of your day-to-day development workflow
• Make sound technical decisions when working through ambiguous engineering problems

Required Skills:
• 4+ years of experience building production software
• Experience shipping LLM-powered systems that have been used by real users
• Hands-on experience across areas such as RAG, prompting and/or agents
• Strong production engineering fundamentals, including an understanding of reliability and incident response
• Good technical understanding of LLMs, including concepts such as sampling parameters and embeddings
• Experience designing meaningful evaluations for AI/LLM systems
• Comfortable using agentic development tooling such as Claude Code, Codex or similar
• Experience working and shipping at pace
• Strong communication skills with the ability to explain technical decisions clearly and concisely

Why should I apply?
This is an opportunity to move beyond LLM prototypes and work on the difficult engineering problems that appear when AI systems are operating in a real production environment.

You’ll be able to see the impact of your work directly – whether that’s improving the quality of outputs, making the platform faster and more cost-effective, solving production issues or influencing what gets built next.

You’ll also be joining an engineering environment that actively embraces AI-native development rather than simply experimenting with it on the side.

If you’re an experienced software engineer who has already shipped LLM systems and you want your next role to combine hands-on engineering, applied AI, product influence and genuine production challenges, this could be a great next step.

Interested?
Apply for the role today or send your CV to",top match
A&O Shearman,Senior AI Engineer,"Lisburn, Northern Ireland",https://www.adzuna.co.uk/jobs/land/ad/5893962959?se=UrmKiWe38RGSw_idrygsNg&utm_medium=api&utm_source=dc96cb17&v=B1D88C1AAE7BDF2903FD4ABDD019036AA63F3457,adzuna-api,2026-09-22,2026-09-23,"We have an exciting opportunity for a Senior AI Engineer (Manager) to join our IT (EA & Technology Platforms) team, based in A&O Shearman's Belfast office.

What you will do

Reporting to the AI Platform Owner, this role will be a senior technical leader responsible for the strategy, design, and implementation of advanced AI and ML use cases across the firm. The role is a member of AI leadership and is responsible for managing and motivating a team of skilled IT professionals and directing external third-party service providers.

The role is accountable for the implementation of the full lifecycle of AI solutions including model development, validation, deployment, and integration into other systems while providing feedback to continue to evolve the AI platform.
The ideal candidate will have a strong background in machine learning, data analysis, and software development. The role will be responsible for designing, developing, and implementing AI solutions to solve complex problems and enhance our products and services resulting in improved experiences for our fee earners and business teams.

- Maintain strong customer relationships with fee earners and business teams to manage the delivery of driving the technical strategy for AI solutions, ensuring scalable architecture and alignment with best practices.
- Work as part of the Enterprise Architecture & Technology Platforms leadership team to collectively define, implement and operate the firm’s technical strategy for AI solutions, ensuring scalable architecture and alignment with best practices.
- Work with senior stakeholders from business teams to understand AI use cases mapping to business outcomes.
- Act as the focal point for matters related to driving the technical strategy for AI solutions, ensuring scalable architecture and alignment with best practices, providing expert guidance to other teams when required.
- Performance management of AI Engineering, providing mentorship and ensuring alignment with HR standards and policies.
- Facilitate regular service provider reviews to assess performance against service targets, drive innovation and ensure any remediation activities are being delivered.
- Own the technical strategy for AI solutions, ensuring scalable architecture and alignment with best practices budget and benefits delivery, balancing priorities and clearly demonstrating the value that the firm’s AI solutions deliver whilst working with IT Business Operations to ensure alignment.
- Actively identify and pursue opportunities for continuous improvement in driving the technical strategy for AI solutions, ensuring scalable architecture and alignment with best practices, whilst assessing the viability and business value for the firm.

What you will have
- Experience in machine learning, deep learning, and AI model development
- Proficiency in programming languages such as Python, R, or C-Sharp.
- Experience with AI frameworks and libraries such as TensorFlow, PyTorch, or scikit-learn.
- Experience with cloud platforms (AWS, GCP, Azure), experience with Azure a plus.
- Experience leveraging AI code-writing assistants (e.g., GitHub Copilot, Claude Code, Codex) with appropriate engineering controls (code review, testing, security) in professional environments.
- Knowledge of IT strategic planning, design, and operations processes.
- Proven project and program management capabilities.
- Strong knowledge of current IT and data market trends and technology innovations.
- Proven track record of managing large global teams.
- Experience within the legal or professional services sector is desirable but not essential.
- Excellent stakeholder engagement and communication skills.
- Excellent business acumen and understanding of how the firm is positioned in the market.
- Ability to lead and develop teams.
- Promotes the firm's values at all times and fosters collaborative working relationships with a wide range of people and departments.

NO AGENCIES PLEASE - A&O Shearman does not accept unsolicited CVs. For further information, please see our UK Recruitment Agency Policy and our commitment to direct sourcing here.

#LI",medium match
Akkodis,AI (Machine Learning) Engineer,"Redcliffe, Bristol",https://www.adzuna.co.uk/jobs/details/5893862703?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-22,2026-09-23,"Salary: £80,000 - 85,000 per year Requirements: Experience delivering AI and ML solutions in complex, safety-critical environments. Strong Python development experience. Expertise in Machine Learning, Deep Learning, Computer Vision and LLMs. Experience with autonomous technologies and ROS 2. Experience taking solutions from concept to deployment. Knowledge of CI/CD, cloud technologies and MLOps. Excellent stakeholder communication skills. Responsibilities: Design, develop and deploy AI and ML s…",medium match
Anson Mccade,Data Science Consultant,"Manchester, Greater Manchester",https://www.adzuna.co.uk/jobs/land/ad/5893710362?se=CN_TjGe38RG0s7xl9OR6fQ&utm_medium=api&utm_source=dc96cb17&v=14CCAEA0264C38406478E4ED02402FD9BFD10358,adzuna-api,2026-09-22,2026-09-23,"Data Science & AI Consultant Location: Manchester A leading Defense and Security organization is expanding its technology and transformation teams and is looking for a Data Science & AI Consultant to work on complex, mission-focused programmes. This is an opportunity for a hands-on data science, machine learning or AI professional to work on projects where advanced technology can support better decision-making and improved operational outcomes. The Role You will work as part of a multidisciplin…",top match
Bumble,Machine Learning Engineer (UK),UK London,https://jobs.ashbyhq.com/bumbleinc/9b5beda2-6610-456c-8822-14b510a279b1,ashby-api,2026-09-22,2026-09-23,"MACHINE LEARNING ENGINEER — MATCHING & RECOMMENDATIONS

At Bumble, we’re building the Love Company — a place where healthy, equitable relationships and friendships can start and grow. Machine Learning plays an important role in that mission, powering the matching, recommendation and personalisation experiences that help our members discover meaningful connections.

As a Machine Learning Engineer, Matching & Recommendations, you’ll work hands-on to develop and improve the ML systems behind these experiences. You’ll own well-defined ML problems end-to-end — from exploring data and developing models through experimentation, deployment and monitoring — while learning from experienced engineers and contributing to the evolution of Bumble’s recommendation platform. This is an opportunity to apply modern ML techniques to real-world problems at scale and see the direct impact of your work on our members.

WHAT YOU'LL BE DOING

- Explore, develop and deliver modern Machine Learning solutions that improve recommendations, matching and personalisation across Bumble.

- Own defined ML problems end-to-end, from data exploration and feature engineering through model training, evaluation, production deployment and iteration.

- Use modern ML frameworks such as PyTorch or TensorFlow to design, train and optimise models for production environments.

- Contribute to experimentation, including A/B testing and offline evaluation, using results to continuously improve model and product performance.

- Build, maintain and monitor production models, diagnosing issues and improving reliability and performance at scale.

- Write high-quality, maintainable code and contribute to code reviews, technical discussions and engineering best practices.

- Take ownership of delivering high-quality solutions from insight through to measurable impact, balancing speed, quality and technical rigour.

- Apply responsible AI practices, considering fairness, transparency, privacy and member safety throughout model development and deployment.

- Collaborate with Machine Learning, Engineering, Product and Data partners to translate member and product problems into practical ML solutions.

WE'D LOVE TO MEET SOMEONE WITH

- Around 3+ years of hands-on experience building and shipping Machine Learning models in production, although we welcome candidates with alternative backgrounds who demonstrate equivalent skills and experience.

- Strong programming skills in Python and proficiency with an ML framework such as PyTorch or TensorFlow.

- Industry experience researching or applying Machine Learning, ideally in areas such as recommendation systems, ranking, retrieval, search or personalisation.

- Good understanding of the ML development lifecycle, including data and feature development, training, evaluation, deployment, monitoring and iteration.

- Understanding of MLOps and infrastructure concepts such as CI/CD for ML, feature stores, model serving, observability and versioning.

- Familiarity with containerisation and cloud-native environments such as Docker, Kubernetes and GCP, or comparable technologies.

- Familiarity with experimentation methodologies, including A/B testing, offline evaluation and model performance metrics.

- Strong problem-solving skills and the ability to independently navigate defined but technically ambiguous problems.

- An agile mindset, adapting your approach based on data, experimentation and evolving priorities whilst maintaining focus on outcomes.

- Growing AI fluency, with the ability to independently apply ML techniques and emerging technologies, including LLMs where appropriate, responsibly and effectively.

AN ADDED BONUS IF YOU HAVE

- Practical experience building recommendation systems, ranking, retrieval, search or personalisation systems in production.

- Experience with modern recommendation approaches such as embeddings, two-tower models, learning-to-rank or representation learning.

- Exposure to modern ML architectures and techniques such as transformers, graph neural networks, contrastive learning or multimodal embeddings.

- Experience working with real-time or low-latency ML inference systems at scale.

About Us

Bumble Inc. is the parent company of Bumble Date, BFF, and Badoo. The Bumble platform enables people to build healthy and equitable relationships, through Kind Connections. Founded by Whitney Wolfe Herd in 2014, Bumble was one of the first dating apps built with women at the center and connects people across dating (Bumble Date) and friendship (BFF). BFF is a friendship app where people in all stages of life can meet people nearby and create meaningful platonic connections and community based on shared interests. Badoo, which was founded in 2006, is one of the pioneers of web and mobile dating products.

AI Fluency

AI is important to us. We’re excited by people who are curious and experimental, and who think thoughtfully about how AI can amplify their impact and outcomes.

We encourage you to use AI responsibly as you prepare your application. Please don’t use it to fabricate experiences or answer questions live in interviews. We care deeply about authenticity and want to understand your real skills, judgment and voice, because building a meaningful, genuine connection with you matters to us.

Final Compensation

Will be determined based on factors such as the selected candidate’s qualifications, relevant experience, skill set, and other job-related considerations.

Inclusion at Bumble Inc.

Bumble Inc. is an equal opportunity employer and we strongly encourage people of all ages, color, lesbian, gay, bisexual, transgender, queer and non-binary people, veterans, parents, people with disabilities, and neurodivergent people to apply. We're happy to make any reasonable adjustments that will help you feel more confident throughout the process, please don't hesitate to let us know how we can help.

In your application, please feel free to note which pronouns you use (For example: she/her, he/him, they/them, etc).

AI in Bumble Inc. Hiring

At Bumble, we may use AI tools to support parts of our recruitment process — such as helping us record, transcribe, and summarize conversations, and supporting job alignment by comparing resumes and job descriptions to highlight skills and potential roles that may be a good match. These tools help us work more efficiently and stay focused on you during our conversations. Importantly, all hiring decisions are made by people. AI is used only to support our team’s efficiency and improve the candidate experience — not to evaluate or decide on your candidacy. Participation in AI-supported interviews and conversations is completely voluntary and will not impact your candidacy. If you’d prefer to opt out, simply let your recruiter or interviewer know at the start of a call, or anytime during the interview or conversation. Summaries and related data are retained only as long as needed in line with our internal data retention policies. If at any point you’d like a transcription or summary deleted, please contact your recruiter directly.

Fraudulent Candidate Detection

Our applicant tracking system analyzes signals relating to device, IP, email, and phone data associated with each application to protect applicants and our hiring process from fraudulent applications. These signals provide indicators for internal review only and do not constitute a definitive determination of identity or intent. No applicant is rejected, advanced, or otherwise affected based solely on this analysis without human review

For further information on how we hold and manage your data, please refer to our Privacy Policy https://bumble.com/en/candidate-privacy-policy.",medium match
CBSbutler Holdings Limited trading as CBSbutler,Cyber AI Engineer - Remote,"West End, West London",https://www.adzuna.co.uk/jobs/details/5893862740?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-22,2026-09-23,"Salary: £? - ? per year Requirements: We are interested in engineers with genuine hands-on experience with Generative AI and LLM technologies, ideally alongside an understanding of cyber security operations. We ideally want experience across OpenAI platform/API development. We ideally want experience with LLMs and Generative AI. We ideally want experience with RAG implementation. We ideally want experience with prompt engineering and optimisation. We ideally want experience with AI assistants a…",top match
Exalto Consulting ltd,Senior AI Engineer/Scientist - Remote (UK) - Outside IR35,UK,https://www.adzuna.co.uk/jobs/details/5894314108?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-22,2026-09-23,"Senior AI Engineer/Scientist Contract (Outside IR35) Remote Until end of Dec 2026 (Initial, likely extensions) Competitive rate (DOE) About the Role Exalto Consulting are supporting a leading digital health and technology organisation in the search for an experienced Senior AI Engineer/Scientist . This is a senior, hands-on role focused on designing and building production-grade agentic AI systems for the structured authoring of clinical study documents. You will develop end-to-end, multi-agent…",medium match
Experis,Machine Learning Engineer,UK,https://www.adzuna.co.uk/jobs/land/ad/5893555230?se=2kKVi2e38RGSw_idrygsNg&utm_medium=api&utm_source=dc96cb17&v=FD9BF40973ECCEB4BA8F7BA9DB2CDCC9CA48855D,adzuna-api,2026-09-22,2026-09-23,"Machine Learning Engineer

Rate: £770 per day (Inside IR35)
Location: Osterley, West London (Hybrid - 2 days per week onsite)
Clearance Required: BPSS

The Opportunity

We're looking for an experienced Machine Learning Engineer to join a high-performing data and AI team, focused on building and deploying machine learning solutions that deliver highly personalised user experiences at scale.
This is an exciting opportunity to work on cutting-edge recommendation systems, ranking models, user segmentation, and content analysis capabilities, helping to drive data-driven decision-making and product innovation.

Key Responsibilities

Machine Learning Development

- Design, build, train, and optimise machine learning models focused on personalisation and recommendation systems.
- Develop solutions covering:
- Recommendation Engines
- Ranking Algorithms
- User Segmentation
- Content Analysis

- Evaluate and improve model accuracy, performance, and scalability.

Data Engineering & Feature Development

- Develop and maintain scalable data pipelines to support model training and feature engineering.
- Work with structured and unstructured datasets at scale.
- Ensure data quality, reliability, and efficient processing across the ML lifecycle.

Production Deployment & Monitoring

- Deploy machine learning models into production environments.
- Monitor performance, availability, and model effectiveness over time.
- Implement processes to support model retraining and continuous improvement.

Experimentation & Optimisation

- Design and analyse A/B tests and offline experiments.
- Measure model effectiveness and user outcomes.
- Use insights to drive ongoing optimisation and product improvements.

Collaboration & Innovation

- Partner with Product, Engineering, Data Science, and Business teams to align machine learning initiatives with strategic goals.
- Stay up to date with emerging developments in machine learning, deep learning, and personalisation technologies.
- Identify opportunities to introduce innovative approaches and improve existing solutions.

Essential Skills & Experience

- Strong commercial experience as a Machine Learning Engineer .
- Experience designing and deploying machine learning models in production environments.
- Proven expertise in:
- Recommendation Systems
- Personalisation Models
- Ranking Algorithms
- User Behaviour Analysis

- Strong Python development skills and experience with machine learning frameworks.
- Experience building scalable data pipelines and feature engineering processes.
- Knowledge of experimentation methodologies, including A/B testing.
- Experience handling large-scale structured and unstructured datasets.
- Strong understanding of MLOps, model deployment, monitoring, and lifecycle management.
- Excellent communication and stakeholder engagement skills.

Desirable Skills

- Experience with deep learning frameworks such as TensorFlow or PyTorch.
- Experience working with cloud-based data and ML platforms.
- Exposure to real-time recommendation systems and large-scale personalisation products.
- Experience within customer-facing digital or media environments.

If you receive suspicious outreach claiming to be from us, please contact us via the ManpowerGroup website.",medium match
Hackajob Ltd,AI Engineer,"South West London, London",https://www.adzuna.co.uk/jobs/details/5894312487?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-22,2026-09-23,"hackajob is partnering directly with Solirius Reply to hire for this role.
About us:
Solirius Reply, part of the Reply Group, delivers technical consultancy and application delivery to our clients in order to solve real world problems and allow our clients to respond to an ever-changing technical landscape. We partner closely with our clients, embedding our consultants into their businesses and providing a bespoke service, allowing us to truly understand our clients needs.
It is this close collaboration with our clients that has enabled us to grow rapidly in recent years and will drive our ambitious future growth plans. We currently have over 300 consultants working with a variety of clients from both the public and private sectors, such as the Ministry of Justice, Department for Education, FCDOS, UEFA, International Olympic Committee and Mercedes Benz.
We operate as a flat organisation and believe in trusting and supporting our team to operate independently. We pride ourselves on being specialists at what we do, making the most of our consultants expertise in their fields to provide a best-in-class service to our clients. All our consultants have opportunities to work on a range of different projects, providing a broad range of knowledge on which to develop their careers and progress in the direction they choose.
About you:
You are a motivated and adaptable professional with a strong analytical mindset and a passion for using technology to solve real-world problems. You enjoy working in collaborative, agile teams and take pride in delivering high-quality solutions that make a tangible impact. With strong communication skills and a consultative approach, youre comfortable engaging with clients, understanding their needs, and translating them into effective outcomes. You understand and align with Solirius Reply Values.
The Role:
We are looking for an experienced AI Engineer to join our team here at Solirius. You will join a multidisciplinary practice comprising Data Scientists, Data Engineers, and Software Engineers, developing and delivering exciting projects with a fantastic team of technology experts.
Your primary focus will be designing, architecting, and deploying robust AI solutions and pipelines that enable advanced analysis and Generative AI capabilities, often in highly regulated environments. Either drawing on existing expertise, or with some development, you will be capable of advancing further to design complex, multi-agentic systems that solve real-world problems.
Additionally, you will act as a technical champion for modern development practices, utilising and coaching others on AI-assisted and agentic coding techniques to elevate our, and our clients, engineering velocity.
Requirements
Key Responsibilities:

- Core AI Solution Design: Design, build, and maintain scalable AI architectures and pipelines that support business requirements, ranging from predictive modelling to Generative AI applications.
- LLM Integration: Operationalise Large Language Models (e.g., GPT, Llama, Mistral) and NLP workflows (BERT, topic modelling) for production environments.
- Agentic & Multi-Agent Systems: Design and orchestrate autonomous agentic workflows (using frameworks like LangChain, AutoGen, or CrewAI) that can reason, plan, and execute tasks across multiple tools.
- Production Engineering: Work collaboratively with Data Engineers to ensure model deployments are supported by robust data storage, vector databases, and cloud infrastructure.
- AI-Assisted Development (AICA): Act as a practitioner and mentor for AI-assisted coding. You will champion the use of tools (e.g., Claude Code, Cursor, Copilot) and help upskill internal teams and clients on agentic coding workflows.
- Advisory & Strategy: Provide technical consulting on AI product development, helping clients understand the distinction between standard ML and agentic AI.
- Continuous Learning: Stay updated with the latest trends in the AI engineering field, such as the modern AI stack, synthetic data generation, and Explainable AI.
Key Skills/Experience:

- Engineering Foundations: Strong proficiency in Python and robust software engineering principles, with experience operating as part of engineering teams.
- Generative AI & RAG: Proven experience working with LLMs and designing Retrieval-Augmented Generation (RAG) architectures, including knowledge of semantic search and vector retrieval.
- AICA Proficiency: Experience using AI-assisted and agentic coding tools to accelerate development, with the ability to articulate and teach these methods to others.
- Consulting Aptitude: Passionate, motivated, and enthusiastic about developing technology solutions with the ability to explain complex AI concepts to non-technical stakeholders.
Bonus Skills/Experience:

- Agentic Systems: Experience designing and orchestrating autonomous agentic workflows (e.g., LangGraph) and managing agent state/memory.
- Cloud: Experience working with cloud infrastructure (Azure, AWS, or GCP).
- Agile Delivery: Experience working in an Agile development environment.
- Data Engineering: Proficiency in SQL and relational databases (e.g., PostgreSQL, DuckDB). Experience with the modern data stack, building data ingestion pipelines and working with ETL and orchestration tools (e.g., Airflow, Luigi, Argo, dbt), big data technologies (Spark, Kafka, Parquet), and web frameworks for model serving (e.g. Flask or FastAPI).
- Data Science: Familiarity or experience with classical NLP techniques (BERT, topic modelling, summarisation), statistical analysis, and knowledge graphs.
- Deep Learning: Familiarity or experience with Deep Learning (TensorFlow, PyTorch).
Benefits
Package and Benefits:

- Competitive Salary
- Bonus Scheme
- Private Healthcare Insurance
- 25 Days Annual Leave + Bank Holidays
- Up to 10 days allocated for development training per year
- Enhanced Parental Leave
- Paid Fertility Leave (5 Days)
- Statutory & Contributory Pension
- EAP with Help@Hand
- Gym Membership Benefits
- Flexible Working
- Annual Away Days/Company Socials
Equality & Diversity:
Solirius Consulting is an equal opportunities employer. We are committed to creating a work environment that supports, celebrates, encourages, and respects all individuals and in which all processes are based on merit, competence and business needs. We do not discriminate on the basis of race, religion, gender, sexuality, age, disability, ethnicity, marital status or any other protected characteristics.
Should you require further assistance or require any reasonable adjustments be put in place to better support your application process, please do not hesitate to raise this with us.",top match
Hackajob Ltd,Senior Lead Software Engineer - LLM Ops Platform Reliability,UK,https://www.adzuna.co.uk/jobs/land/ad/5893792295?se=kJ45j2e38RGEFfcsPVkEmw&utm_medium=api&utm_source=dc96cb17&v=46015CDD0C21934DA0A72F9AD50FF8A6B15BE002,adzuna-api,2026-09-22,2026-09-23,"403 ERROR

The request could not be satisfied.

Request blocked.
We can't connect to the server for this app or website at this time. There might be too much traffic or a configuration error. Try again later, or contact the app or website owner.

If you provide content to customers through CloudFront, you can find steps to troubleshoot and help prevent this error by reviewing the CloudFront documentation.

Generated by cloudfront (CloudFront)
Request ID: fmXpL_e7RQjw3KEL6tjSny4ynATvQmAy_YUWFu7sQJXRfC-uRhoXMA==",low match
Harnham - Data & Analytics Recruitment,Forward Deployed AI Engineer,London,https://www.reed.co.uk/jobs/forward-deployed-ai-engineer/57380547,reed-api,2026-09-22,2026-09-23,"Forward Deployed AI Engineer Day rate: £700-£1,200 Outside IR35
Contract: Initial 12 months
Commitment: Approximately three days per week
Location: Two days per week onsite in London
Harnham is working with a leading private equity firm looking for a Forward Deployed AI Engineer to support businesses across its portfolio.
The portfolio is primarily made up of SMEs and scale-ups generating approximately £5m-£50m in annual revenue. These businesses operate across different sectors and have varying levels of technical maturity.
The role combines senior-level consulting with hands-on AI engineering. You will work directly with CEOs, boards and leadership teams to understand how their businesses operate, identify where AI can create genuine commercial value and then personally build and deploy the solutions.
The role You will work across multiple portfolio companies, taking projects from initial discovery through to production delivery and adoption.
Responsibilities will include:

- Working directly with CEOs, boards and operational leaders.

- Understanding each company's commercial priorities, processes, systems and constraints.

- Identifying bottlenecks, repetitive work and opportunities for AI or automation.

- Translating business problems into clear technical requirements.

- Prioritising use cases according to commercial value, feasibility, cost and risk.

- Determining whether the right answer is AI, conventional automation, an existing product or a wider process change.

- Designing, building and deploying production AI applications.

- Developing LLM applications, RAG solutions, agentic workflows and process automation.

- Integrating solutions with existing APIs, databases, CRMs, document stores and operational platforms.

- Introducing appropriate evaluation, monitoring, security and guardrails.

- Supporting user testing, training and adoption.

- Measuring the commercial and operational impact of each implementation.

- Documenting solutions and leaving portfolio companies with maintainable systems.

- Working alongside a Fractional Chief Data Officer where data quality, governance or architecture issues need to be addressed.

What we are looking for The successful person will combine strong consulting skills with genuine technical depth.
You should have:

- Previous experience working with private equity firms or PE-backed portfolio companies.

- Experience delivering within SMEs or scale-ups generating approximately £5m-£50m in annual revenue.

- Experience working directly with CEOs, boards, founders or investment stakeholders.

- Strong commercial discovery and process-mapping experience.

- The ability to identify and prioritise use cases based on business value.

- Strong hands-on Python and software-engineering skills.

- Recent experience personally building and deploying production AI applications.

- Commercial experience with LLMs, RAG, agentic AI or AI-driven workflow automation.

- Experience integrating AI applications with existing business systems and APIs.

- Experience taking projects from discovery and architecture through to deployment and adoption.

- Knowledge of cloud deployment, application monitoring, evaluation, security and cost management.

- The ability to operate independently across businesses with different systems and levels of technical maturity.

- Strong communication and stakeholder-management skills.

The balance of the role This is not purely an advisory position, but it is also broader than a traditional AI engineering role.
You will need to be comfortable leading conversations with CEOs and boards, challenging assumptions and recommending where investment should be focused. You must then be able to move into the technical delivery, write the code, build the integrations and take the solution into production.
The strongest candidates are likely to come from Forward Deployed Engineering, applied AI consulting, technical founder, fractional CTO or hands-on AI leadership backgrounds.
Expected outcomes The successful person will help the portfolio companies achieve:

- A prioritised pipeline of commercially valuable AI opportunities.

- Faster movement from initial idea to production deployment.

- Reduced manual and repetitive work.

- Improved employee productivity and operational efficiency.

- Better customer, sales and internal processes.

- Measurable improvements in revenue, margin, efficiency or customer experience.

- Secure, maintainable AI applications that can be adopted by the business.

- A clearer understanding of where AI is valuable and where simpler solutions are more appropriate.

Working arrangement This is an initial 12-month fractional engagement requiring approximately three days per week.
Candidates must be able to work onsite in London two days per week, with the remaining time worked remotely. Some travel to portfolio companies may occasionally be required.",medium match
Harnham - Data & Analytics Recruitment,Senior ML Ops Engineer,London,https://www.reed.co.uk/jobs/senior-ml-ops-engineer/57376975,reed-api,2026-09-22,2026-09-23,"Senior MLOps Engineer
£75,000 - £85,000
London (1-2 days a week in office)
This is an opportunity to join a growing AI and data-driven organisation where your work will have a direct impact on the development and delivery of advanced machine learning solutions. You will play a key role in shaping scalable MLOps infrastructure, enabling AI products to operate reliably across a diverse client base while contributing to meaningful, real-world outcomes.
THE COMPANY
They are a mission-led technology business that uses data, machine learning, and advanced analytics to help organisations make better decisions. Their platform combines data engineering, AI, and predictive modelling to generate actionable insights at scale. As they continue to grow, they are investing heavily in their AI capabilities and platform infrastructure, creating an exciting environment for engineers who enjoy solving complex technical challenges.
THE ROLE
As a Senior MLOps Engineer, you will join the platform engineering function, owning and evolving the infrastructure that underpins the organisation's AI services
Specifically, you can expect to be involved in the following:

- Designing and maintaining scalable MLOps infrastructure that supports machine learning, NLP, knowledge representation, and AI applications.
- Deploying and managing machine learning models using Azure ML, Azure Kubernetes Service (AKS), and associated cloud technologies.
- Building and maintaining production-grade orchestration pipelines for model training, inference, monitoring, and retraining.
- Developing CI/CD pipelines to automate testing, deployment, and operational processes.
- Implementing observability, monitoring, and alerting frameworks to ensure platform reliability and performance.
- Driving best practice around Responsible AI, governance, transparency, and auditability.
- Collaborating with engineering, delivery, and consulting teams to support the adoption and scaling of AI solutions
- Other key responsibilities & selling points of role.
SKILLS AND EXPERIENCE
The successful Senior MLOps Engineer will have the following skills and experience:

- Strong commercial experience in MLOps, platform engineering, infrastructure engineering, or a related field.
- Advanced Python development skills within production environments.
- Expertise with Azure-native MLOps tools, including model endpoints, pipelines, registries, environments, and compute resources.
- Experience deploying and supporting containerised workloads on Kubernetes.
- Strong knowledge of CI/CD practices using Azure DevOps or similar tooling.
- Experience with infrastructure-as-code technologies such as Terraform, Bicep, or Pulumi.
- Knowledge of monitoring and observability tooling such as Prometheus and Grafana.
- Experience with orchestration platforms including Dagster, Airflow, Prefect, or similar.
BENEFITS
The successful Senior MLOps Engineer will receive the following benefits:

- Salary between £75,000 - £85,000 - depending on experience
HOW TO APPLY
Please register your interest by sending your resume to Majid Latif via the Apply link on this page.",medium match
