Company,Title,Location,URL,Source,Posted,First seen,Description
Norton Rose Fulbright LLP,Data Scientist & Engineer,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5889787458?se=CN_TjGe38RG0s7xl9OR6fQ&utm_medium=api&utm_source=dc96cb17&v=206C68CA4C27511F872D70E85E7688C338EF08D3,adzuna-api,2026-09-18,2026-09-23,"Practice Group / Department: Legal Innovation, Design & Technology - London Job Description Norton Rose Fulbright is a global law firm with more than 3,000 lawyers advising clients across locations in the United States, Europe, Canada, Latin America, Asia, Australia, Africa and the Middle East. We provide a full scope of legal services to the world’s preeminent corporations and financial institutions. Our vision is to be a world class business, profitable, ambitious, cooperative and considerate…"
Sagacity,Data Scientist,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5889786902?se=CN_TjGe38RG0s7xl9OR6fQ&utm_medium=api&utm_source=dc96cb17&v=D1824533F1D6DCA046794DE8481A7380612D65B1,adzuna-api,2026-09-18,2026-09-23,"As a Data Scientist within the Analytics Team, you will contribute to data-driven strategies for our clients. Working closely with the Data & Analytics Manager and senior colleagues, you will deliver data science projects and collaborate with stakeholders across data strategy, sales, account management, delivery and marketing. You will bring solid technical skills and commercial awareness to deliver data solutions that drive measurable operational performance. This is a hands-on role - ideal fo…"
SnapLogic,Forward Deployed Engineer,UK,https://www.adzuna.co.uk/jobs/details/5889028417?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-18,2026-09-23,"About SnapLogic SnapLogic powers the agentic enterprise. The company's Agentic Integration and Applied AI Platform serves as the AI operational layer for the enterprise, securely connecting applications, data, APIs and AI agents across cloud, on-premise and hybrid environments. With trusted orchestration, governance and enterprise-grade control, SnapLogic helps organizations accelerate business value and scale AI with confidence. Unlike legacy tools, SnapLogic is built for the AI era and truste…"
The Portfolio Group,Senior AI Engineer - Agentic & Generative AI,"Manchester, Greater Manchester",https://www.adzuna.co.uk/jobs/land/ad/5889704742?se=gCgKkGe38RGEFfcsPVkEmw&utm_medium=api&utm_source=dc96cb17&v=71EF9A67F78E16B1857A9DF2A2F2402A15F04023,adzuna-api,2026-09-18,2026-09-23,"Join a fast-growing international SaaS business at the forefront of AI innovation. We're looking for a Senior AI Engineer to design, build and scale Agentic AI, Generative AI and Retrieval-Augmented Generation (RAG) solutions that power intelligent, customer-facing products used globally. Working closely with Product, Platform and Engineering teams, you'll develop production-grade AI systems, autonomous agents and LLM-powered applications, helping shape the future of AI across the organisation.…"
The Portfolio Group,Senior AI Engineer - Agentic & Generative AI,"Rusholme, Manchester",https://www.adzuna.co.uk/jobs/land/ad/5889526154?se=gCgKkGe38RGEFfcsPVkEmw&utm_medium=api&utm_source=dc96cb17&v=32EEE4EBDE01458BB870094AD8471D5398B93855,adzuna-api,2026-09-18,2026-09-23,"Join a fast-growing international SaaS business at the forefront of AI innovation. We're looking for a Senior AI Engineer to design, build and scale Agentic AI, Generative AI and Retrieval-Augmented Generation (RAG) solutions that power intelligent, customer-facing products used globally. Working closely with Product, Platform and Engineering teams, you'll develop production-grade AI systems, autonomous agents and LLM-powered applications, helping shape the future of AI across the organisation.…"
William Alexander,Senior Applied AI Engineer,"London, UK",https://www.adzuna.co.uk/jobs/details/5888522330?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-18,2026-09-23,"Senior Full Stack Applied AI Engineer - Insurance - Permanent & competitive salary Our client, a leading London Market insurer, is looking for a Senior Full Stack Applied AI Engineer to join their Innovation team! This role is focused on taking AI ideas from concept through to working prototype, testing what actually works and helping successful solutions move into production. This is a genuinely hands-on role for someone who wants to build with the latest AI technology, rather than just talk a…"
Client Server,Founding Engineer Python API LLM - Start-up,"The City, Central London",https://www.adzuna.co.uk/jobs/details/5888197285?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-17,2026-09-23,"Founding Engineer / Developer (Python API LLM) to £115k Do you have advanced Python skills combined with tech start-up experience? You could be progressing your career at a fast growing AI start-up as a Founding Engineer, building technology that is transforming compliance and operational efficiency across the NHS and wider regulated industries. With strong backing and ambitious growth plans, you'll have the chance to make a genuine impact while working alongside experienced founders in a highl…"
DL Remote,AI Engineer,"Chalk Farm, North West London",https://www.adzuna.co.uk/jobs/details/5886792814?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-17,2026-09-23,"Role is Munich based | Top Relocation Support On behalf of our client—a fast-growing, Y Combinator-backed AI startup automating back-office workflows - we are currently recruiting a (Senior) AI/LLM Engineer (f/m/d). In this high-impact position, you will take full ownership of building agentic AI systems end-to-end. Your scope covers everything from retrieval pipelines and LLM orchestration to tool-using agents and seamless product integration. You will design scalable architectures and automat…"
INTEC SELECT LIMITED,AI Engineer - LLM & Agentic Systems,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5887689622?se=kJ45j2e38RGEFfcsPVkEmw&utm_medium=api&utm_source=dc96cb17&v=13E30CD4D73BD2D508639F57B77F5AAF2D1E387F,adzuna-api,2026-09-17,2026-09-23,"AI Engineer - LLM & Agentic Systems London - Hybrid. Circa £500 – £675 per day (and negotiable DOE) Contract (Outside IR35) Mid-level, Senior & Lead. Agentic AI / Machine Learning. Company: Our client is a globally established data and information services business, operating across multiple high-value industry sectors. They have established data science and machine learning engineering teams already delivering in production, and are now expanding their AI capability significantly across the gl…"
Kemio Consulting,Machine Learning Engineer,UK,https://www.adzuna.co.uk/jobs/details/5887460837?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-17,2026-09-23,"15th September, 2026
Machine Learning Engineer
London (3 days onsite)
(Must have full right to work in UK)
This is a hands-on engineering role for someone who enjoys turning state-of-the-art research into robust, scalable production systems. You'll work closely with AI Scientists from the earliest stages of model development, ensuring that research ideas become reliable, high-performance software used throughout the organisation.

You'll contribute to the design, development and production of large-scale biomedical AI models, bringing engineering expertise into architectural decisions from day one. Working alongside researchers and MLOps engineers, you'll help build production ready machine learning systems that are scalable, maintainable and built to the highest engineering standards.

Key Responsibilities

- Partner with AI Scientists to transform validated research into production-ready machine learning systems.
- Contribute to the architecture and implementation of large-scale foundation models, ensuring they are efficient, scalable and deployment-ready.
- Develop high-quality training pipelines, data loaders, tokenisation frameworks, inference services and fine-tuning workflows.
- Build clean, maintainable and thoroughly tested Python code following software engineering best practices.
- Benchmark and evaluate model performance while helping optimise training efficiency and scalability.
- Collaborate closely with MLOps teams to ensure smooth deployment, documentation and ongoing model maintenance.
- Produce comprehensive technical documentation covering model capabilities, limitations and retraining strategies.
- Stay up to date with emerging developments in machine learning engineering, distributed training and biomedical AI.
Requirements;

- A PhD in Machine Learning, Computer Science, Computational Biology or similar. Plus 1-3 years of post study work experience, working with biomedical datasets. Or an MSc and 4-6 years of experience
- Strong experience developing deep learning models and foundation model architectures, including transformers, pre-training and fine-tuning.
- Extensive experience taking machine learning research from prototype through to production-quality deployment.
- Excellent Python programming skills and experience with frameworks eg PyTorch or JAX.
- Strong software engineering fundamentals, including testing, documentation, code reviews and version control.
- Experience with distributed training technologies such as PyTorch Distributed, DeepSpeed, FSDP or Ray Train.
- Experience working alongside research scientists to deliver production machine learning systems.
This is an opportunity to build cutting edge AI systems that have real world impact, and have real influence on the drug discovery process, to be considered please apply today."
Kyndryl,Forward Deployed Engineer - Lead Platform Engineer,"London, UK",https://www.adzuna.co.uk/jobs/details/5887469026?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-17,2026-09-23,"Who We Are At Kyndryl, we run and reimagine the mission-critical technology systems that drive advantage for the world’s leading businesses. We are at the heart of progress; with proven expertise and a continuous flow of AI-powered insight, enabling smarter decisions, faster innovation, and a lasting competitive edge. For our people—Kyndryls—that means doing purposeful work that powers human progress. Join us and experience a flexible, supportive environment where your well-being is prioritized…"
Leeds Building Society,AI Engineer (Microsoft Stack),"Holbeck, Leeds",https://www.adzuna.co.uk/jobs/land/ad/5888122684?se=UrmKiWe38RGSw_idrygsNg&utm_medium=api&utm_source=dc96cb17&v=251E7B1BF0819D8B502A755336AC18E5CE7A787A,adzuna-api,2026-09-17,2026-09-23,"We've been helping our members save for their future and buy their own home since 1875. Join us and you'll play a big role in helping us to put home ownership within reach of more people, generation after generation. It's a purpose that drives everything we do. And you can play your part too join our Data Strategy team as an AI Engineer and help us build practical, secure and responsible AI solutions that make a real difference for our colleagues, customers and members. How you'll make a differ…"
SAFRAN UK,Data Scientist,"Wales, UK",https://www.adzuna.co.uk/jobs/land/ad/5887939509?se=CN_TjGe38RG0s7xl9OR6fQ&utm_medium=api&utm_source=dc96cb17&v=BB1E085B7478A0B9D99FFF924578762B6356B59E,adzuna-api,2026-09-17,2026-09-23,"Safran is an international high-technology group operating in the fields of aerospace (propulsion, equipment and interiors), space and defense. Its mission is to contribute sustainably to a safer world, where air transport becomes ever more environmentally friendly, comfortable and accessible. Present on every continent, the Group employs 110,000 people and generated €31.3 billion in revenue in 2025. Safran holds, either independently or through partnerships, leading global or European position…"
Salesforce,Forward Deployed Engineer,United Kingdom - London,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/United-Kingdom---London/Forward-Deployed-Engineer_JR346373,workday-api,2026-09-17,2026-09-23,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.

Job Category
Sales
Job Details

About Salesforce
Salesforce is the #1 AI CRM, where humans with agents drive customer success together. Here, ambition meets action. Tech meets trust. And innovation isn’t a buzzword — it’s a way of life. The world of work as we know it is changing and we're looking for Trailblazers who are passionate about bettering business and the world through AI, driving innovation, and keeping Salesforce's core values at the heart of it all.

Ready to level-up your career at the company leading workforce transformation in the agentic era? You’re in the right place! Agentforce is the future of AI, and you are the future of Salesforce.

Salesforce is hiring Forward Deployed Engineers — experienced Technical Builders who design, build, and deploy agentic AI solutions directly inside enterprise customer environments. You'll work as part of a delivery team, partnering closely with a Deployment Strategist ( Strategic Builder - a customer-facing advisor who shapes AI strategy and drives adoption) to co-build solutions that go live in production environments from day one. Engagements range from a single large strategic customer to multiple accounts simultaneously. The common thread is real code, real environments, and measurable business impact. This work spans configuration, customisation, and full-stack deployment — shipping solutions customers depend on.
The Builder Experience

- AI-Powered Development: Ship real customer solutions, supported by best-in-class AI tools — Cursor, Claude, and Salesforce coding products like Vibes — embedded into your day-to-day workflow.

- Collaborative Delivery: You'll work alongside Senior Forward Deployed Engineers and a Deployment Strategist. You'll own real components, benefit from structured mentorship from people who've shipped agentic systems at scale, and have a clear path to leading complex deliveries yourself.

- Frontier Access: Our agentic AI platform is evolving in real time. You'll work on capabilities most engineers won't touch for months — spanning Agentforce, data, platform, and headless architectures and your field insight will feed directly to the product teams building them.

- Continuous Innovation: You'll be expected to stay at the forefront, experimenting with emerging AI tools, models, and frameworks, and sharing what you learn with your team and customers.

What You'll Actually Be Building

- Develop AI agents and experiences that take real actions for real organisations. Our solutions are in production at some of the largest enterprises on the planet. The work matters because the customers depend on it.

- Design agent intelligence: prompts, reasoning, tool calls, and integration with customer systems, leveraging our Agentic AI platform and current LLM techniques.

- Own technical components end-to-end: from architecture choice to deployed, validated, and observable in production.

- Build and integrate data pipelines on Salesforce Data 360, Snowflake, Databricks, and customer data platforms. Model the data, ship the pipeline, validate the output

- Build and maintain agent performance dashboards and customer KPI reporting to track deployment health and business outcomes.

- Contribute to proofs-of-concept and MVPs that move from sketch to deployable in days, not months.

- Co-build alongside customers and partners, sharing best practices and enablement as you go. Leaving teams more capable after each engagement than before.

- Surface platform gaps, edge cases, and field insights to senior Engineers and the product team. Your real-world experience is the product feedback loop.

- Partner with the Deployment Strategist in your pod to translate customer business challenges into agentic solutions that actually ship.

You're Our Forward Deployed Engineer If…

- You have 3+ years of software engineering or technical delivery experience, with at least one production system you'd be proud to walk us through - ideally in an AI tech stack, full-stack development, or working with frontier models

- You have a degree in Computer Science or a related field

- You have prior customer-facing technical delivery experience (consulting, professional services, or forward deployed engineering) — this is a requirement, not a nice-to-have.

- You're fluent in at least one of Python, JavaScript/TypeScript, Java, or Apex — and willing to add to that list as the work demands.

- You've been hands-on with LLMs and prompt engineering. You can explain why a prompt failed and what you'd change.

- You understand data modeling, APIs, and integration patterns deeply enough to design them, not just consume them.

- You can hold your own in a room with sales teams and customer architects.

- You ship quality code and evaluate AI outputs with engineering rigor.

- You actively tinker with the evolving AI/data landscape — piloting new tools, experimenting with new models, and staying genuinely curious about what's coming next.

- You thrive in the group chat that's building something, not just talking about it.

- You're excited to travel ~25% of the time, working directly alongside customers.

Nice-to-Haves

- Salesforce platform experience or certifications (Administrator, Platform Developer I, Agentforce Specialist)

- Familiarity with agent frameworks (LangChain, LlamaIndex) and orchestration patterns

- Hands-on with cloud data platforms (Snowflake, Databricks, BigQuery)

- Experience across specialist AI delivery areas: data engineering, platform architecture, or headless deployments

LI*Y

Unleash Your Potential
When you join Salesforce, you’ll be limitless in all areas of your life. Our benefits and resources support you to find balance and be your best , and our AI agents accelerate your impact so you can do your best . Together, we’ll bring the power of Agentforce to organizations of all sizes and deliver amazing experiences that customers love. Apply today to not only shape the future — but to redefine what’s possible — for yourself, for AI, and the world.

Accommodations
If you need a reasonable accommodation during the application or the recruiting process, please submit a request via this Accommodations Request Form .

Please note that Salesforce uses artificial intelligence (AI) tools to help our recruiters assess and evaluate candidates’ resumes and qualifications throughout the recruiting process. Humans will always make any candidate selection and hiring decisions. Please see our Candidate Privacy Statement for more information about how we use your personal data and your rights, including with regard to use of AI tools and opt out options.

We are a recognised Disability Confident member under the UK Government Disability Confident employer scheme. We are committed to providing an inclusive recruitment process and will offer an interview to disabled applicants who meet the essential criteria for the role. Applicants are welcome to opt-in to the interview scheme as part of the application process. If you would like to apply under the scheme, please click the link to the Accommodations Request Form above and scroll to the UK Disability Confident Scheme section within the form.
Posting Statement
Salesforce is an equal opportunity employer and maintains a policy of non-discrimination with all employees and applicants for employment. What does that mean exactly? It means that at Salesforce, we believe in equality for all. And we believe we can lead the path to equality in part by creating a workplace that’s inclusive, and free from discrimination. Know your rights: workplace discrimination is illegal. Any employee or potential employee will be assessed on the basis of merit, competence and qualifications – without regard to race, religion, color, national origin, sex, sexual orientation, gender expression or identity, transgender status, age, disability, veteran or marital status, political viewpoint, or other classifications protected by law. This policy applies to current and prospective employees, no matter where they are in their Salesforce employment journey. It also applies to recruiting, hiring, job assignment, compensation, promotion, benefits, training, assessment of job performance, discipline, termination, and everything in between. Recruiting, hiring, and promotion decisions at Salesforce are fair and based on merit. The same goes for compensation, benefits, promotions, transfers, reduction in workforce, recall, training, and education."
Salesforce,"Forward Deployed Engineer - Greek, Turkish",Ireland - Dublin,https://salesforce.wd12.myworkdayjobs.com/External_Career_Site/job/Ireland---Dublin/Forward-Deployed-Engineer_JR357424-1,workday-api,2026-09-17,2026-09-23,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.

Job Category
Sales
Job Details

About Salesforce
Salesforce is the #1 AI CRM, where humans with agents drive customer success together. Here, ambition meets action. Tech meets trust. And innovation isn’t a buzzword — it’s a way of life. The world of work as we know it is changing and we're looking for Trailblazers who are passionate about bettering business and the world through AI, driving innovation, and keeping Salesforce's core values at the heart of it all.

Ready to level-up your career at the company leading workforce transformation in the agentic era? You’re in the right place! Agentforce is the future of AI, and you are the future of Salesforce.

Salesforce is the global leader in CRM and Agentic AI solutions. Our platform empowers organizations to transform customer experiences through autonomous digital labor and data intelligence. In Ireland, our Dublin Hub serves as a central engine for engineering, innovation, and strategic customer delivery across EMEA.

Role Overview
As a Forward Deployed Engineer (FDE), you are a hands-on technical builder operating directly at the intersection of production code, enterprise architecture, and strategic customer impact.

Working within a dedicated pod alongside a Deployment Strategist, you will design, build, and deploy custom AI agent architectures and enterprise data integrations using Agentforce and Salesforce Data 360. This is an engineering role with a direct feedback loop to core product teams—turning edge cases, platform gaps, and field insights into core product capabilities.

Key Responsibilities

- Hands-on Agentic Development: Write, test, and ship production-grade code to build intelligent agents, custom prompt pipelines, tool-calling mechanisms, and execution frameworks using Python, JavaScript/TypeScript, Java, or Apex.

- Enterprise Integration & Data Engineering: Model and connect enterprise data sources across Salesforce Data 360, Snowflake, Databricks, and customer CDPs to power real-time agent context and actions.

- System Observability & Performance: Build and monitor agent evaluation frameworks, performance dashboards, and key business KPIs to ensure reliability and safety in production environments.

- Rapid Prototyping & Delivery: Take complex customer requirements from architectural concept to live production MVPs within days or weeks.

- Product Feedback Loop: Surface technical blockers, API gaps, and architecture insights back to core R&D teams to refine the Agentforce platform roadmap.

- Technical Advisory: Co-lead architecture reviews with customer CTOs, Enterprise Architects, and engineering teams to establish best practices for agent deployment.

Minimum Qualifications

- 3+ years of hands-on software engineering experience in full-stack, data, or cloud architecture environments.

- Customer-Facing Delivery: Proven track record in professional services, technical consulting, or forward deployed engineering.

- Core Technical Stack: Proficiency in at least one object-oriented or modern script language (Python, TypeScript/Node.js, Java, or Apex) alongside strong API design (REST/GraphQL) experience.

- AI & LLM Mechanics: Practical experience working with LLMs, prompt engineering, agent orchestration (e.g., LangChain, LlamaIndex, or native frameworks), and evaluation metrics.

- Data Systems: Strong foundation in relational data modeling, SQL, and modern cloud data warehouses.

- Work Authorization: Must be legally eligible to work in Ireland / European Union.

- Proficiency in one of the following languages is a plus: Greek or Turkish.

- Proficiency in English is mandatory

Preferred Qualifications

- Hands-on experience with Salesforce core development (Platform Developer I, Apex, LWC) or certifications (e.g., Agentforce Specialist, Salesforce Certified Data Cloud Consultant).

- Familiarity with continuous integration/continuous deployment (CI/CD) tooling and modern AI development tooling (e.g., Cursor, Claude, enterprise IDE extensions).

- Background in deploying solutions within highly regulated European enterprise environments (e.g., GDPR, EU AI Act compliance standards).

Unleash Your Potential
When you join Salesforce, you’ll be limitless in all areas of your life. Our benefits and resources support you to find balance and be your best , and our AI agents accelerate your impact so you can do your best . Together, we’ll bring the power of Agentforce to organizations of all sizes and deliver amazing experiences that customers love. Apply today to not only shape the future — but to redefine what’s possible — for yourself, for AI, and the world.

Accommodations
If you need a reasonable accommodation during the application or the recruiting process, please submit a request via this Accommodations Request Form .

Please note that Salesforce uses artificial intelligence (AI) tools to help our recruiters assess and evaluate candidates’ resumes and qualifications throughout the recruiting process. Humans will always make any candidate selection and hiring decisions. Please see our Candidate Privacy Statement for more information about how we use your personal data and your rights, including with regard to use of AI tools and opt out options.

Posting Statement
Salesforce is an equal opportunity employer and maintains a policy of non-discrimination with all employees and applicants for employment. What does that mean exactly? It means that at Salesforce, we believe in equality for all. And we believe we can lead the path to equality in part by creating a workplace that’s inclusive, and free from discrimination. Know your rights: workplace discrimination is illegal. Any employee or potential employee will be assessed on the basis of merit, competence and qualifications – without regard to race, religion, color, national origin, sex, sexual orientation, gender expression or identity, transgender status, age, disability, veteran or marital status, political viewpoint, or other classifications protected by law. This policy applies to current and prospective employees, no matter where they are in their Salesforce employment journey. It also applies to recruiting, hiring, job assignment, compensation, promotion, benefits, training, assessment of job performance, discipline, termination, and everything in between. Recruiting, hiring, and promotion decisions at Salesforce are fair and based on merit. The same goes for compensation, benefits, promotions, transfers, reduction in workforce, recall, training, and education."
Sanderson,AI Automation Tester,London,https://www.reed.co.uk/jobs/ai-automation-tester/57359463,reed-api,2026-09-17,2026-09-23,"Overview
We are looking for an AI Automation Tester to support IBM on a major programme of work
The role will focus on designing and executing automated testing across an AI-enabled solution, covering traditional functional and integration testing alongside the additional challenges involved in validating AI-generated responses and behaviours.
You'll work as part of the wider delivery team to ensure the solution is reliable, performs as expected and continues to meet requirements as it develops.
Key Responsibilities

- Design, build and maintain automated tests across the AI solution
- Execute functional, integration and regression testing
- Develop and maintain automated test suites
- Perform API testing across integrated services
- Validate AI-generated responses and system behaviours
- Design appropriate test scenarios for AI functionality
- Manage and maintain test data required across different testing activities
- Test integrations between the AI solution and wider systems/services
- Support performance testing and identify potential issues or bottlenecks
- Analyse test results, identify defects and work with technical teams through resolution
- Support continuous testing throughout the delivery lifecycle
- Ensure appropriate regression coverage as the solution evolves
- Work closely with developers, engineers and wider delivery stakeholders
Key Skills & Experience
We're looking for candidates with strong experience across:

- Test Automation
- API Testing
- Functional Testing
- Integration Testing
- Regression Testing
- Performance Testing
- Automated test frameworks and scripting
- Test data management
- Continuous testing / CI/CD environments
- Defect identification, investigation and management
Experience testing AI, Generative AI or LLM-based solutions would be particularly valuable, including experience evaluating the quality, consistency and accuracy of AI responses.
AI Testing
Alongside traditional automation testing, an important part of the role will be understanding how to effectively test an AI-enabled solution.
Relevant experience could include:

- AI response evaluation and validation
- Testing non-deterministic AI outputs
- Developing test scenarios and evaluation criteria for AI responses
- Testing AI APIs and integrations
- Automated evaluation of AI functionality
- Identifying unexpected, inconsistent or inappropriate model responses
- Building AI-specific testing into wider automated test suites
Candidates don't necessarily need to come exclusively from an ""AI Tester"" background, but should have strong automation testing fundamentals and ideally some practical exposure to testing AI/LLM-enabled applications.
Reasonable Adjustments:
Respect and equality are core values to us. We are proud of the diverse and inclusive community we have built, and we welcome applications from people of all backgrounds and perspectives. Our success is driven by our people, united by the spirit of partnership to deliver the best resourcing solutions for our clients.
If you need any help or adjustments during the recruitment process for any reason , please let us know when you apply or talk to the recruiters directly so we can support you."
Sardine,"Forward Deployed Engineer, Integrations - EU/UK",UK,https://www.adzuna.co.uk/jobs/details/5887470813?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-17,2026-09-23,"Who we are: Sardine is the leading agentic risk platform for fighting financial crime. Our integrated solution unifies data across risk teams to help organizations stop fraud in real time, prevent AI-driven attacks, and automate fraud and AML operations. Sardine’s platform is strengthened by one of the fastest-growing fraud consortiums in the market, spanning more than 6 billion profiled devices, 800 million consumers, and 3 million businesses worldwide. Leading companies including FIS, GoDaddy…"
Searchability NS&D,AI Engineer - SC Cleared,Newcastle Upon Tyne,https://www.reed.co.uk/jobs/ai-engineer-sc-cleared/57358505,reed-api,2026-09-17,2026-09-23,"- Newcastle - on-site role, expensed wider travel required
- Up to £105,000 DoE + package
- Active SC or DV Clearance required
- 2-stage virtual interview process
- Experience required in AI/ML, LLMs, Python, Customer Consultancy

We're supporting a fast-growing, high-performing technical consultancy specialising in AI, data and software solutions across Defence and financial services. The business brings together high-calibre technical talent to solve complex problems in demanding environments. Headquartered in Newcastle, they are building a growing team of engineers working on cutting-edge technology for secure sector customers.

The Role
As an AI Engineer, you'll work across Defence projects ranging from early-stage research and POCs through to fully engineered AI solutions. Projects can span AI safety and security, edge AI, explainability, robustness in contested environments, agentic AI, LLMs/RAG and multi-modal AI, alongside novel machine learning approaches. This is a hands-on opportunity with exposure across the AI engineering stack and working on technically challenging, real-world problems.

Responsibilities

- Deliver AI solutions from POCs through to production
- Apply ML/AI techniques to complex Defence challenges
- Provide technical expertise across projects and client engagements
- Develop robust, maintainable software using strong engineering practices
- Work across LLMs/RAG, agentic AI, multi-modal AI, edge AI, explainability and AI robustness
- Collaborate with engineers and share technical knowledge

Experience Required

- Strong understanding of AI/ML fundamentals and underlying algorithms
- Experience in one or more areas including LLMs/RAG, agentic AI, multi-modal AI, edge AI, AI safety, explainability or ML research
- Strong Python skills and solid software engineering fundamentals
- Strong communication and collaborative skills
- Comfortable working with ambiguity while remaining outcome-focused
- 1st or 2:1 degree in Computer Science, Mathematics, Machine Learning or related discipline
- Defence/Secure Sector experience advantageous

What's on Offer

- Salary up to £105,000 DoE + discretionary bonus
- Exposure across research, POCs and production AI systems
- Develop skills across the full AI engineering stack
- Learn from experienced AI and software engineers
- Collaborative, low-ego engineering environment
- 25 days holiday + bank holidays
- Up to 6% matched pension
- Private healthcare

To be Considered:
Please either apply through this advert or email me directly via . For further information, please call me on . By applying for this role, you give express consent for us to process and submit (subject to required skills) your application to our client in conjunction with this vacancy only."
Silk Route Recruitment Ltd,Data Scientist,"Central London, London",https://www.adzuna.co.uk/jobs/details/5887175056?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-17,2026-09-23,"Data Scientist - Healthcare Location London Department Data, Analytics, Business Intelligence / Transformation Reports to Senior Data Scientist / Head of Data & Analytics About the organisation Our client is a large healthcare organisation that is heavily investing in its data technologies. As part of this strategy they are seeking talent within their data and AI team in London. Job purpose To use statistical analysis, data science and machine-learning techniques to analyse complex healthcare d…"
